baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	deg
ENSG00000002330.13	816.937397889517	0.076628891988894	0.147000550715148	0.521283026601597	0.602169623254381	0.680909425006236	BAD	FALSE
ENSG00000002549.12	1676.43923005601	-1.23554099870433	0.0881382401220637	-14.0182172572678	1.20606364266798e-44	3.55244522040722e-43	LAP3	TRUE
ENSG00000002586.19	2578.03187664171	0.498792401763528	0.179481619233752	2.77907233004129	0.00545143850233168	0.0107124968064846	CD99	TRUE
ENSG00000002587.9	57.223751542639	0.043416601009265	0.281208608275236	0.154392859007967	0.877299983837996	0.907440487846629	HS3ST1	FALSE
ENSG00000002726.20	2.6694156118167	-0.76067305541545	1.2996158214605	-0.585306090349541	0.558341920448461	0.641124724359862	AOC1	FALSE
ENSG00000002746.14	74.2160515611792	-0.664859780854244	0.243703596552836	-2.72814923644387	0.00636907862811275	0.0123565123116804	HECW1	TRUE
ENSG00000002822.15	922.192754367704	0.212965708549061	0.157574153340972	1.35152690992557	0.176526705729881	0.246096777795831	MAD1L1	FALSE
ENSG00000002834.17	8477.07955895671	0.0913830692508847	0.103901711329853	0.879514572775174	0.379122335210485	0.468249944441772	LASP1	FALSE
ENSG00000002919.14	1100.68719432788	0.343123223264666	0.140307943108272	2.44550105762641	0.0144651024343914	0.0261831992816859	SNX11	TRUE
ENSG00000003056.3	1885.53206280618	0.631207782226505	0.103018654853032	6.12712118137242	8.94833200753673e-10	3.85986998939953e-09	M6PR	TRUE
ENSG00000003096.14	738.157481536098	0.110447427841296	0.110969097302362	0.995298966345154	0.31959088036674	0.406095934108742	KLHL13	FALSE
ENSG00000003137.8	7.00743475766284	0.384084105947217	0.819062768613723	0.468931223179984	0.639118797530834	0.712470319586566	CYP26B1	FALSE
ENSG00000003147.17	44.369895882743	-0.154696247687262	0.331027868807284	-0.467320918461165	0.640270292396368	0.713595651660464	ICA1	FALSE
ENSG00000003249.13	808.112271936744	-1.55275276759793	0.120050759062629	-12.9341353584268	2.88854438349516e-38	6.40424826764593e-37	DBNDD1	TRUE
ENSG00000003393.14	1581.33911562738	-0.238353281253102	0.091316544656782	-2.61018725740188	0.00904926725967258	0.0170436222464609	ALS2	TRUE
ENSG00000003400.14	272.193859914229	1.41304471017938	0.1657335574842	8.52600240789554	1.51492111893005e-17	1.15678440892375e-16	CASP10	TRUE
ENSG00000003402.19	1235.25221151842	-0.45915011640946	0.113460824272049	-4.04677226130967	5.19287183590513e-05	0.000137829021825472	CFLAR	TRUE
ENSG00000003436.15	5010.24126067985	0.299542566066184	0.0890751255982659	3.36280823691609	0.000771539385149765	0.00174594088016556	TFPI	TRUE
ENSG00000003509.15	539.511883401872	0.00996449366838556	0.154070022278725	0.0646750972123505	0.948432690845588	0.961036056210774	NDUFAF7	FALSE
ENSG00000003756.16	3179.34962631339	-0.142106234473153	0.108361800284036	-1.3114052562865	0.189720883948652	0.261526166323812	RBM5	FALSE
ENSG00000003987.13	0.884979301947052	0.144787749308617	2.16060788867498	0.0670125060949444	0.946571747157402	0.959553285172927	MTMR7	FALSE
ENSG00000003989.17	1319.65294711589	1.0059863563751	0.123615351018997	8.1380374531356	4.01736581593958e-16	2.80151176856847e-15	SLC7A2	TRUE
ENSG00000004059.10	2438.70910040383	-1.05558740423284	0.161849197240202	-6.52204287838533	6.93561799506055e-11	3.29285465357574e-10	ARF5	TRUE
ENSG00000004139.13	255.337221113803	0.262978340841514	0.162948471503689	1.6138742414381	0.106554706892356	0.15834256507326	SARM1	FALSE
ENSG00000004142.11	2867.02986002813	-0.176813964676576	0.108856676333472	-1.62428222716376	0.104315588595216	0.155596140283065	POLDIP2	FALSE
ENSG00000004399.12	187.771627360275	0.304908789167421	0.204693184647083	1.48958935634873	0.136332242321527	0.196542939323499	PLXND1	FALSE
ENSG00000004455.16	5626.78686185989	-0.230932690564893	0.0931729264784137	-2.47853855506401	0.0131921852632432	0.0240578988741175	AK2	TRUE
ENSG00000004468.12	6.30395905625184	0.873803541746859	0.885832616380786	0.986420600899667	0.323926759986537	0.410458360472013	CD38	FALSE
ENSG00000004478.7	5748.01984315057	-0.19938446353521	0.0878663908465541	-2.26917780068384	0.0232575156748994	0.0403568843878147	FKBP4	TRUE
ENSG00000004487.16	7167.28709577093	-0.459024781062843	0.0822663064230573	-5.57974219363018	2.40875333602573e-08	9.14306511683364e-08	KDM1A	TRUE
ENSG00000004534.14	2565.49757244969	-0.215254041311816	0.151882336343583	-1.41724209999559	0.15641215688723	0.221749224681652	RBM6	FALSE
ENSG00000004660.14	465.703912520665	-2.49525242707066	0.154300873942002	-16.1713434494776	8.03274147424364e-59	3.74509358219165e-57	CAMKK1	TRUE
ENSG00000004700.15	1214.42932396947	0.253784197261733	0.090657065991519	2.79938683748572	0.00511997591409021	0.0101061772064986	RECQL	TRUE
ENSG00000004766.15	2176.84248012183	0.715361222153436	0.107126983754191	6.67769405134072	2.42731100018811e-11	1.19447710799365e-10	VPS50	TRUE
ENSG00000004776.12	1.96059234896077	-2.31192966138115	1.85303090404695	-1.24764765462463	0.212160118608773	0.287233785402635	HSPB6	FALSE
ENSG00000004777.18	48.302331484561	0.711164524368722	0.344559591614738	2.06398121450032	0.0390194975495699	0.0646416407120693	ARHGAP33	TRUE
ENSG00000004779.9	1676.82042482113	-0.105442392812256	0.152357783810765	-0.69207092788393	0.488892787739497	0.577261397274466	NDUFAB1	FALSE
ENSG00000004799.7	1052.82264021446	0.587165861108443	0.10470806917835	5.60764672403921	2.05096123857449e-08	7.82501414333844e-08	PDK4	TRUE
ENSG00000004809.13	3.68358611846306	-0.0721311947866343	1.06309559837863	-0.0678501490332993	0.945904922553891	0.959099845838265	SLC22A16	FALSE
ENSG00000004838.13	23.0922160303459	-0.271302922157095	0.469610427308184	-0.577719118615422	0.563453769233121	0.645676868423179	ZMYND10	FALSE
ENSG00000004846.16	10.8853845133993	-0.913830208679791	0.655704314468662	-1.39366203411411	0.16341968610893	0.23014433744071	ABCB5	FALSE
ENSG00000004848.7	13.2818685759758	0.490894942942408	0.722452925098799	0.679483639539941	0.496831470418831	0.585110849761438	ARX	FALSE
ENSG00000004864.13	1862.06636752015	-1.12637686382631	0.105300138389367	-10.6968222554592	1.05328598594897e-26	1.32927461088285e-25	SLC25A13	TRUE
ENSG00000004866.20	1927.18660591015	0.310300797940511	0.102669431668353	3.02232897268642	0.0025083778214531	0.00523022096734881	ST7	TRUE
ENSG00000004897.11	4482.54278340916	0.425607635622069	0.0975945511848092	4.36097743629274	1.29482720139435e-05	3.68614624430444e-05	CDC27	TRUE
ENSG00000004939.14	5.63000506364966	-0.134407182761253	0.87378067704158	-0.153822562449338	0.877749643299783	0.907668186188569	SLC4A1	FALSE
ENSG00000004948.13	0.885403025053319	3.26491748757298	2.61136979520162	1.25027006652687	0.211200909176883	0.286105986239781	CALCR	FALSE
ENSG00000004961.14	1386.1471001865	0.773525894583678	0.125021524008864	6.18714177991332	6.12648599904146e-10	2.66947926655163e-09	HCCS	TRUE
ENSG00000004975.11	888.56328091196	0.148884660662908	0.154139772814136	0.965906838609628	0.334090800073899	0.42169660238288	DVL2	FALSE
ENSG00000005001.9	32.2895300083208	-0.0849487496750626	0.417785835775949	-0.203330851361411	0.838876443254621	0.877542522022495	PRSS22	FALSE
ENSG00000005007.12	10186.2234813548	-0.432175214666156	0.0732552188514043	-5.8995826023373	3.64422296634568e-09	1.49978386796542e-08	UPF1	TRUE
ENSG00000005020.12	695.688422807698	0.256908883086063	0.121430953361954	2.11567871266138	0.0343721422571066	0.0575561433916332	SKAP2	TRUE
ENSG00000005022.5	16562.8497647439	0.243986513984149	0.128153546395211	1.90386080484829	0.0569283149451646	0.0906918132651759	SLC25A5	TRUE
ENSG00000005059.15	352.677717652542	-0.171098001300305	0.139969336502947	-1.22239631604386	0.221557791720376	0.298052765481706	CCDC109B	FALSE
ENSG00000005073.5	702.497735166802	-0.883801947379483	0.124325713046915	-7.10876234464849	1.1708816300424e-12	6.40511110929664e-12	HOXA11	TRUE
ENSG00000005075.15	534.791444594724	-0.287383805276998	0.231946139245554	-1.23901094543658	0.215341444634217	0.29100966406138	POLR2J	FALSE
ENSG00000005100.12	1664.23251989148	-1.05319928615698	0.104743917166879	-10.0549923531981	8.73282143035723e-24	9.46229615541629e-23	DHX33	TRUE
ENSG00000005102.12	1.41153761675313	1.9290329086715	1.83985294194781	1.04847124717983	0.294421542838253	0.379432217345965	MEOX1	FALSE
ENSG00000005108.15	272.408837408603	0.68598295406522	0.146789525503801	4.67324185231089	2.96482291839298e-06	9.08027534537468e-06	THSD7A	TRUE
ENSG00000005156.11	1625.76561672486	-0.41761124330236	0.104809326675001	-3.98448550859707	6.76264836427425e-05	0.000176310746138724	LIG3	TRUE
ENSG00000005175.9	1659.68503933836	-0.164419645552088	0.103962697743288	-1.58152538478835	0.113757959470544	0.167687658775098	RPAP3	FALSE
ENSG00000005187.11	179.847040129024	-0.216209430615791	0.211801519962517	-1.02081151567777	0.307343747438594	0.392889562922285	ACSM3	FALSE
ENSG00000005189.19	76.3222065600234	0.64982633535922	0.255920890686101	2.53916877835605	0.011111620415969	0.0205647524041944	AC004381.6	TRUE
ENSG00000005194.14	1256.65955365247	-0.226420481477456	0.123332315712165	-1.83585688933207	0.0663788250684294	0.104090877134983	CIAPIN1	FALSE
ENSG00000005206.16	1113.5240794406	-0.0833857518626244	0.132126863478044	-0.631103695854259	0.527972724750665	0.613899025401265	SPPL2B	FALSE
ENSG00000005238.19	889.549353113141	1.02935016189531	0.133057410175098	7.73613555637919	1.02484191105244e-14	6.49199157785468e-14	FAM214B	TRUE
ENSG00000005243.9	4.03276902839973	3.46215462223078	1.37201295988501	2.52341247747466	0.0116221987544795	0.021427074824946	COPZ2	TRUE
ENSG00000005249.12	423.526802780375	-2.894543666045	0.145031401731349	-19.9580479226612	1.27600099733107e-88	1.37892611089063e-86	PRKAR2B	TRUE
ENSG00000005302.17	1733.81732003373	-1.28845375347513	0.085568531828054	-15.0575652748632	3.07919723322526e-51	1.16042356701547e-49	MSL3	TRUE
ENSG00000005339.14	5336.33057739814	0.386114953581104	0.0991764939874095	3.89321035718525	9.89262993105877e-05	0.000252625876705817	CREBBP	TRUE
ENSG00000005379.15	11.9606534067991	0.54778542273884	0.632366206545934	0.86624714772618	0.386354643057827	0.47581396720133	BZRAP1	FALSE
ENSG00000005381.7	0.315679980904223	1.80022298941052	3.79556758159559	0.474296123230596	0.635288755671458	NA	MPO	NA
ENSG00000005421.8	75.8254272318938	0.0147317245559322	0.294209850420003	0.050072166295254	0.960064879984766	0.969511647477654	PON1	FALSE
ENSG00000005436.13	580.946352911894	-0.975443608461794	0.11774106034942	-8.28465112822128	1.1845580686044e-16	8.48907271123696e-16	GCFC2	TRUE
ENSG00000005448.16	260.0191868222	-0.82563483866228	0.212954811409063	-3.87704242603999	0.000105733926384281	0.000268916179977975	WDR54	TRUE
ENSG00000005469.11	800.222547486159	-0.386154376525506	0.123205497548717	-3.13423008070575	0.00172305694479123	0.00369181239825411	CROT	TRUE
ENSG00000005471.16	26.392205510175	0.300695310563876	0.403882921697546	0.744511080835095	0.456567340049087	0.547009240449412	ABCB4	FALSE
ENSG00000005483.20	3915.05000274523	0.86121655831601	0.0903827073721055	9.52855455823405	1.59488324657253e-21	1.535416213426e-20	KMT2E	TRUE
ENSG00000005486.16	1119.59793847159	-1.51667234969127	0.128657882223636	-11.7884137643037	4.47897413258838e-32	7.4503465744727e-31	RHBDD2	TRUE
ENSG00000005513.9	23.1147983718674	-0.056864978073175	0.437852833715499	-0.129872353664208	0.896667417587449	0.923143149538927	SOX8	FALSE
ENSG00000005700.14	4451.34175587083	0.0474958276566777	0.0874589855853131	0.543064012677659	0.587085729408168	0.66736781138854	IBTK	FALSE
ENSG00000005801.16	2105.85251478705	-0.307248924802088	0.0962100522265751	-3.19352206647301	0.00140548595377175	0.00305959442284518	ZNF195	TRUE
ENSG00000005810.17	9633.07490928853	-0.125537461974341	0.0747527796953205	-1.67936847948678	0.0930802524201654	0.140591638988642	MYCBP2	FALSE
ENSG00000005812.10	1160.00511914979	0.286965986173429	0.10167724385817	2.82232262878524	0.00476771869642977	0.00946237335056445	FBXL3	TRUE
ENSG00000005844.17	0.577844228300923	0.116832475200171	2.77869529067755	0.0420458031480246	0.96646218474799	NA	ITGAL	NA
ENSG00000005882.11	550.469591344464	-0.672739886315254	0.133643028477239	-5.03385693949483	4.80708470742384e-07	1.59955155497027e-06	PDK2	TRUE
ENSG00000005884.17	8535.09701556008	-0.043346890259523	0.0909308602236741	-0.476701640706986	0.633574594385859	0.708035222139269	ITGA3	FALSE
ENSG00000005889.15	3573.07665837023	0.345887572592829	0.0841468461108639	4.11052331227151	3.94763420420965e-05	0.000106229378206288	ZFX	TRUE
ENSG00000005893.15	3342.83593432282	1.65283618049808	0.16746877192417	9.86951872583439	5.64347286515225e-23	5.85443040137028e-22	LAMP2	TRUE
ENSG00000005961.17	25.4977221030213	2.10763739988602	0.518605403564341	4.06404828295341	4.82288424717211e-05	0.00012851049174617	ITGA2B	TRUE
ENSG00000005981.12	26.2345465509442	2.95969818121842	0.557694534655901	5.30702382271787	1.11429619515242e-07	3.96231974558666e-07	ASB4	TRUE
ENSG00000006007.11	5834.38485900767	-0.0113227721601903	0.103038948279917	-0.109888273795562	0.912497982376487	0.936015971612994	GDE1	FALSE
ENSG00000006015.17	1131.06073225688	-0.459504886362713	0.177379134990592	-2.59052388764375	0.00958299704878399	0.0179411824050089	C19orf60	TRUE
ENSG00000006016.10	15.1057698468734	-0.871989871108253	0.546637745141063	-1.59518781653695	0.110670242405313	0.163787140900589	CRLF1	FALSE
ENSG00000006025.11	507.019515269082	0.38259852193235	0.175862425375556	2.17555581367257	0.0295884903912901	0.0502890309556371	OSBPL7	TRUE
ENSG00000006042.11	223.416521869535	0.856544450940052	0.21722973182174	3.9430350705535	8.04568844738524e-05	0.000207539589131256	TMEM98	TRUE
ENSG00000006047.12	6.24693539469562	2.38079345309743	0.971264757868814	2.45123014482833	0.0142368893177216	0.0258015948341383	YBX2	TRUE
ENSG00000006062.14	2074.20433767814	0.0106605495551315	0.0973180362804283	0.10954341006648	0.912771492657121	0.936206127213088	MAP3K14	FALSE
ENSG00000006071.13	3.49757272514861	-3.31705723985324	1.4199035413531	-2.33611449175783	0.019485275218582	0.0343914908336788	ABCC8	TRUE
ENSG00000006118.14	1862.34401718392	-2.00383656678622	0.130174862977437	-15.3934217478957	1.81191667244884e-53	7.28247691158131e-52	TMEM132A	TRUE
ENSG00000006125.17	12860.0033075714	-0.112915897211322	0.1247077201816	-0.905444322507809	0.365230043789784	0.453770660466095	AP2B1	FALSE
ENSG00000006194.9	1513.74426088477	0.192821929724319	0.100827830641167	1.91238796370167	0.0558264506658484	0.0891714978431201	ZNF263	TRUE
ENSG00000006210.6	0.317632536821424	0.00838500899812337	3.83000529133158	0.00218929436392714	0.998253197223377	NA	CX3CL1	FALSE
ENSG00000006282.20	1209.72111956015	-0.685876681579021	0.0960556197380553	-7.14041180983907	9.30517168727054e-13	5.13152387944849e-12	SPATA20	TRUE
ENSG00000006283.17	37.464094050207	1.35105443263802	0.381514912758978	3.54128865597333	0.00039817770656395	0.000937053790578317	CACNA1G	TRUE
ENSG00000006327.13	4006.08138897747	0.114368715299692	0.159573912344833	0.71671311193114	0.473551133724968	0.563098987110983	TNFRSF12A	FALSE
ENSG00000006377.10	8.82737508270953	-1.01727663610932	0.71173692196798	-1.4292874301034	0.152921637334382	0.21742400261588	DLX6	FALSE
ENSG00000006432.15	2493.34832949522	0.954815150527954	0.0922508352387362	10.3502060231432	4.17586231642967e-25	4.83617610216461e-24	MAP3K9	TRUE
ENSG00000006451.7	2805.01631604882	-0.24510542317492	0.0999890339735461	-2.45132304448273	0.0142332150637797	0.0257978011119358	RALA	TRUE
ENSG00000006453.13	2227.39095732256	0.108840013559077	0.0922055829719135	1.18040589355886	0.237838819050039	0.316613954091903	BAIAP2L1	FALSE
ENSG00000006459.10	1473.33318330292	0.741149469969651	0.0933235238945985	7.94172186218257	1.99393662905382e-15	1.32372082639952e-14	KDM7A	TRUE
ENSG00000006468.13	1408.62833071465	1.13321558341546	0.106168784658923	10.6737172046946	1.3511073256938e-26	1.69725707010557e-25	ETV1	TRUE
ENSG00000006530.15	2099.232330095	-0.375868928860114	0.103114072484908	-3.64517586981278	0.000267209004849166	0.00064368416609517	AGK	TRUE
ENSG00000006534.15	134.761679483809	-0.907653755403606	0.19149740504428	-4.7397705216618	2.13960400217766e-06	6.65536753860751e-06	ALDH3B1	TRUE
ENSG00000006555.10	80.4418971919929	-1.33974829172474	0.267779337819749	-5.00318024024157	5.63921695002477e-07	1.86314521543843e-06	TTC22	TRUE
ENSG00000006576.16	1703.23104649811	-0.499941274014317	0.110603149534774	-4.52013596463754	6.17999279886756e-06	1.83055223256346e-05	PHTF2	TRUE
ENSG00000006606.8	274.457230614329	4.30025591661042	0.235958242134431	18.2246480466678	3.2898562949397e-74	2.40986495585545e-72	CCL26	TRUE
ENSG00000006607.13	1911.51363709227	-0.110039330743884	0.11329573264852	-0.97125750609921	0.331420063836336	0.418811476936523	FARP2	FALSE
ENSG00000006611.15	1.82368101447365	-1.27087269816871	1.61221702159822	-0.788276442404057	0.430535024082633	0.520984095141298	USH1C	FALSE
ENSG00000006625.17	1168.06984607643	-1.31435748091837	0.156517853043084	-8.39749239696365	4.56114068520996e-17	3.36021190524859e-16	GGCT	TRUE
ENSG00000006634.7	1382.2524629282	-0.233589973940615	0.105380867256227	-2.21662603490115	0.0266486569640799	0.0457066201744645	DBF4	TRUE
ENSG00000006638.11	51.4442164421012	1.15804257038806	0.30200069105824	3.83456927310387	0.000125784519872745	0.000316702946348319	TBXA2R	TRUE
ENSG00000006652.13	4615.40109360816	0.618510348927517	0.0793539674438568	7.79432168108187	6.47553885695393e-15	4.15197811661196e-14	IFRD1	TRUE
ENSG00000006695.10	587.138354651992	0.795241345217898	0.124285807381124	6.39848878946636	1.56922262166033e-10	7.24577666673835e-10	COX10	TRUE
ENSG00000006704.10	1702.55702853074	0.327250887751442	0.0974683436490541	3.35750947948542	0.00078648046617499	0.00177802552605202	GTF2IRD1	TRUE
ENSG00000006712.14	1212.104248123	0.0549601156957802	0.184050876559246	0.298613713355984	0.765234800867572	0.817881878236556	PAF1	FALSE
ENSG00000006715.15	3641.11782060664	0.10510431579466	0.0964898052714384	1.08927897096474	0.276030883274887	0.35927523240442	VPS41	FALSE
ENSG00000006740.16	12.273634097589	0.414714884517667	0.590228043540782	0.702635005327416	0.482283241499928	0.570944423592268	ARHGAP44	FALSE
ENSG00000006744.18	2246.29516840417	-0.461470282804073	0.0967839216513656	-4.76804695377377	1.86020435376642e-06	5.83210689451941e-06	ELAC2	TRUE
ENSG00000006747.14	1394.74325965246	-1.79601936543668	0.0974981544788909	-18.4210601219691	8.90424019697973e-76	6.7581112341542e-74	SCIN	TRUE
ENSG00000006756.15	278.919373013868	-1.46299791272949	0.158370733867523	-9.23780471935738	2.51606186668398e-20	2.26834793041708e-19	ARSD	TRUE
ENSG00000006757.11	456.324283954747	-1.67919871483022	0.171192046365185	-9.80885940955561	1.03127599511795e-22	1.05772229342142e-21	PNPLA4	TRUE
ENSG00000006788.13	0.590945224092946	0.93375732067729	3.12875792308229	0.298443453802715	0.765364727905382	NA	MYH13	NA
ENSG00000006831.9	2113.0390157268	0.430663809808089	0.097309125331992	4.42572891636609	9.61171668566457e-06	2.77501756682014e-05	ADIPOR2	TRUE
ENSG00000006837.11	42.2039407547231	-0.540235933574045	0.358737192781696	-1.50593789672318	0.132083116927597	0.19122123426159	CDKL3	FALSE
ENSG00000007001.12	1.7311207742026	3.15455867873604	2.01782115186196	1.56334899940222	0.117970529002635	0.173068694800414	UPP2	FALSE
ENSG00000007047.14	1016.65783899907	-0.172796517975267	0.117965384702336	-1.4648069720731	0.142973589143947	0.204922532072984	MARK4	FALSE
ENSG00000007062.11	5.83676594502846	0.817981508283159	0.920776164494741	0.888360863176786	0.374346670372904	0.463157856330658	PROM1	FALSE
ENSG00000007080.10	2452.02181328532	-0.129587572970086	0.158993254963718	-0.815050757968682	0.415043256433756	0.505157264178642	CCDC124	FALSE
ENSG00000007168.12	2954.52497007177	-0.0622510669600815	0.0809843053660435	-0.76868063112613	0.442082925913842	0.532627671667312	PAFAH1B1	FALSE
ENSG00000007174.17	0.766200738330404	3.08265137924671	2.7619111490529	1.1161298147856	0.264366571639303	NA	DNAH9	NA
ENSG00000007202.14	6275.11407370739	-0.821732475166845	0.108133373483804	-7.59924941479722	2.97853231734859e-14	1.82446285114468e-13	KIAA0100	TRUE
ENSG00000007237.18	1.0111230485835	0.176227718183026	2.63049553511952	0.0669941141622274	0.946586388893021	0.959553285172927	GAS7	FALSE
ENSG00000007255.10	132.175434473408	-0.661119039658649	0.20830036401975	-3.17387366445488	0.00150419147076743	0.00325751777305678	TRAPPC6A	TRUE
ENSG00000007306.14	0.269842924959331	-1.69163509180115	4.01615982305388	-0.421207114839078	0.67360384942644	NA	CEACAM7	NA
ENSG00000007312.12	0.753593374832665	0.0224487864066386	2.59498239855274	0.00865084341965428	0.99309771168884	NA	CD79B	FALSE
ENSG00000007314.12	2.0442074300491	-1.62580846790958	1.49803521258497	-1.08529389312827	0.277791509789063	0.361080281721996	SCN4A	FALSE
ENSG00000007341.18	836.571026765149	-0.00433020468678712	0.112806627432876	-0.0383860840921225	0.9693798560912	0.976561334220039	ST7L	FALSE
ENSG00000007350.16	1.24649633879617	2.65220668320667	1.99335556625467	1.33052362965526	0.183345806169404	0.254321392814718	TKTL1	FALSE
ENSG00000007372.22	326.175479706466	1.26580218931302	0.134855466678054	9.38636171372221	6.2108629639547e-21	5.79798980811286e-20	PAX6	TRUE
ENSG00000007376.7	2032.08916829281	-0.589676134133762	0.0994464737876702	-5.92958313828995	3.03704710902769e-09	1.25910911395107e-08	RPUSD1	TRUE
ENSG00000007384.15	1669.70986421986	0.549649167600828	0.117011565320376	4.69739180136507	2.63504690368508e-06	8.12062235587027e-06	RHBDF1	TRUE
ENSG00000007392.16	1428.4108147127	0.173279793497222	0.117954563729602	1.46903848412722	0.14182235129899	0.203540644546783	LUC7L	FALSE
ENSG00000007402.11	10.5061629595528	0.414844184010007	0.676313521406474	0.613390344684059	0.539618268748203	0.624355133347425	CACNA2D2	FALSE
ENSG00000007516.13	134.228140459413	-0.888763549004508	0.252589057860166	-3.51861460877901	0.000433806393276671	0.00101751512512415	BAIAP3	TRUE
ENSG00000007520.3	699.329446166303	-0.0855365761755623	0.121192384845198	-0.705791673996845	0.48031770059491	0.569402414697257	TSR3	FALSE
ENSG00000007541.16	771.329288448167	-0.177496781824857	0.140984258109472	-1.25898298295852	0.208036478441646	0.282612325608623	PIGQ	FALSE
ENSG00000007545.15	1486.19737613179	0.217855771376912	0.108115286837768	2.01503208055873	0.0439012878216283	0.0718248661192431	CRAMP1	TRUE
ENSG00000007866.19	264.118639010891	0.790396168415464	0.155653531356347	5.07791992592807	3.81589442862067e-07	1.28043934374321e-06	TEAD3	TRUE
ENSG00000007908.15	28.3488163148838	4.62160455104975	0.669885624195906	6.89909498594968	5.2334871101195e-12	2.71455952520439e-11	SELE	TRUE
ENSG00000007923.15	3268.7271878089	-1.13084067734516	0.0975620853901155	-11.59098509245	4.57836364686265e-31	7.27456066110074e-30	DNAJC11	TRUE
ENSG00000007933.12	0.331462994424907	1.85825321753087	3.73116294565072	0.498035932656591	0.61845871586326	NA	FMO3	NA
ENSG00000007944.14	546.157302321642	-0.181854658801632	0.145127663303843	-1.25306681484216	0.210181391840478	0.285027836121741	MYLIP	FALSE
ENSG00000007952.17	0.317632536821424	0.00838500899812337	3.83000529133158	0.00218929436392714	0.998253197223377	NA	NOX1	FALSE
ENSG00000007968.6	173.87602177156	1.81943218728842	0.209697629535256	8.6764556724878	4.08293782406342e-18	3.22641062533012e-17	E2F2	TRUE
ENSG00000008018.8	2681.72391699682	0.00133355245407587	0.136179719755299	0.00979259214567432	0.992186766791745	0.994502681849367	PSMB1	FALSE
ENSG00000008056.13	5.53362788778293	0.704084458255679	0.958320458488439	0.734706696511763	0.462518141121553	0.553042502148567	SYN1	FALSE
ENSG00000008083.13	931.033130324878	0.945813639651821	0.112335504411216	8.41954326558742	3.77954864342792e-17	2.80594516667228e-16	JARID2	TRUE
ENSG00000008086.11	1293.28886088281	0.242788681872522	0.103291770472715	2.35051331545001	0.0187475368760501	0.0331874925952902	CDKL5	TRUE
ENSG00000008118.9	0.331462994424907	1.85825321753087	3.73116294565072	0.498035932656591	0.61845871586326	NA	CAMK1G	NA
ENSG00000008128.22	176.317592505088	0.282645988342085	0.208963736078647	1.35260784309343	0.176180945490972	0.24565672635407	CDK11A	FALSE
ENSG00000008130.15	2141.84805687739	-0.04861410353865	0.108097877391284	-0.449723016879237	0.652910172786943	0.724479001736525	NADK	FALSE
