48;1051;chr22;-;19789739;19794181;19794280;19799807;1
49;1067;chr22;-;19029472;19035952;19036156;19044498;1
50;1082;chr22;-;18274067;18291609;18291703;18293468;1
51;1110;chr21;+;47544834;47545179;47545225;47545378;1
52;1127;chr21;+;46900434;46900613;46900772;46901876;1
53;1129;chr21;+;46906906;46907360;46907423;46908331;1
54;1132;chr21;+;46908358;46909399;46909435;46910188;1
55;1179;chr21;+;45537844;45538643;45538714;45539267;1
56;1186;chr21;-;44839358;44839738;44839885;44840113;1
57;1192;chr21;-;44520629;44521475;44521542;44524424;-1
58;1222;chr21;+;42622828;42629084;42629253;42647297;1
59;1267;chr21;+;38103452;38114017;38114165;38115687;1
60;1275;chr21;-;36171759;36206706;36206898;36231770;-1
61;1294;chr21;+;35199167;35201271;35201354;35201927;-1
62;1302;chr21;+;34713480;34715573;34715728;34715840;1
63;1320;chr21;-;33954725;33974581;33974677;33975470;1
64;1331;chr21;-;33692950;33694110;33694254;33694787;1
65;1337;chr22;+;19750865;19751677;19751849;19752480;1
66;1362;chr21;-;30303644;30304791;30304986;30307430;1
67;1377;chr21;-;10998335;11012916;11012982;11020812;1
68;1406;chr20;-;62591492;62592661;62592760;62593294;1
69;1418;chr20;+;62372832;62373221;62373409;62373482;-1
70;1422;chr20;-;62338090;62338350;62338444;62339218;1
71;1423;chr20;-;62338090;62338350;62338449;62339218;1
72;1433;chr20;-;61477469;61485367;61485509;61491476;-1
73;1453;chr20;+;61296440;61297731;61297927;61299096;1
74;1455;chr20;+;61299262;61299506;61299536;61299828;-1
75;1456;chr20;+;61299262;61299509;61299536;61299828;-1
76;1459;chr20;-;60885367;60885474;60885628;60885720;1
77;1481;chr20;-;60922084;60926043;60926313;60926759;-1
78;1490;chr20;+;60878837;60879516;60879633;60881252;1
79;1493;chr20;+;60701495;60702640;60702757;60704840;1
80;1497;chr20;+;60705008;60705274;60705352;60705585;1
81;1503;chr20;-;57611815;57612245;57612335;57613520;1
82;1504;chr20;-;57611815;57612245;57612354;57613520;1
83;1517;chr20;+;57227194;57234678;57234690;57242545;1
84;1531;chr20;+;56993419;57009657;57009761;57019132;1
85;1532;chr20;+;56993419;57014000;57014081;57015962;1
86;1533;chr20;+;57009761;57014000;57014081;57015962;1
87;1534;chr20;+;56993419;57015962;57016139;57019132;1
88;1549;chr20;+;55046725;55047381;55047471;55048356;1
89;1552;chr20;-;52185803;52188259;52188392;52192265;1
90;1622;chr20;-;44983880;44984440;44984513;44985212;1
91;1654;chr20;+;43991955;43992168;43992333;43994258;1
92;1655;chr20;+;43991955;43992183;43992333;43994258;1
93;1679;chr20;-;39813841;39829925;39830024;39830696;-1
94;1700;chr20;+;37617560;37620096;37620158;37620998;1
95;1706;chrX;-;133905384;133906172;133906313;133915850;1
96;1753;chr20;+;34802362;34806797;34806884;34809785;-1
97;1754;chr20;+;34802362;34807682;34807766;34809785;-1
98;1794;chr20;-;33867921;33868456;33868632;33871978;1
99;1839;chr20;-;33163050;33169351;33169476;33176256;1
100;1840;chr20;-;33163050;33173240;33173384;33176256;1
101;1855;chr20;+;32660136;32661368;32661441;32664507;-1
102;1860;chr20;+;32660136;32663679;32663846;32664507;-1
103;1872;chr20;+;30956926;30959580;30959677;30959966;-1
104;1873;chr20;+;30956926;30959580;30959677;31015930;-1
105;1974;chr20;-;5090091;5092409;5092454;5093388;1
106;1978;chr20;+;3781145;3781389;3781512;3781617;1
107;2000;chr20;+;2945848;2955860;2955887;2967410;-1
108;2006;chr20;-;2816355;2816684;2816960;2818877;1
109;2022;chr20;+;1353822;1355127;1355342;1357441;-1
110;2057;chr19;-;58869015;58869854;58869951;58874042;-1
111;2059;chr19;+;58817582;58823531;58823828;58826113;1
112;2062;chr19;-;58400376;58423427;58423554;58427746;1
113;2066;chr19;+;58331313;58331861;58331917;58350390;-1
114;2069;chr19;+;58144804;58145080;58145273;58145390;1
115;2080;chr19;-;58054611;58055604;58055951;58057824;-1
116;2087;chr19;+;57946961;57953252;57953379;57954658;1
117;2098;chr19;+;57752289;57755290;57755417;57759972;1
118;2110;chr19;+;56200360;56200662;56200737;56201232;-1
119;2127;chr19;+;55853414;55853582;55853748;55854109;-1
120;2140;chr20;+;3190263;3193903;3194029;3194630;1
121;2159;chr19;-;55656933;55657801;55657834;55658048;1
122;2169;chr21;+;47330944;47333864;47333939;47337501;-1
123;2196;chr22;+;30398982;30403889;30404021;30405006;1
124;2199;chr22;+;30416873;30418017;30418128;30418597;1
125;2255;chr19;-;52520612;52520828;52520950;52521260;-1
126;2292;chr19;+;50881127;50881405;50881569;50881778;1
127;2293;chr19;+;50881127;50881405;50881696;50881778;1
128;2325;chr19;+;50170056;50170275;50170418;50172107;-1
129;2328;chr19;+;50170056;50170278;50170418;50172107;-1
130;2341;chr19;+;50172372;50173472;50173745;50176954;-1
131;2370;chr19;-;49488862;49489106;49489292;49490450;1
132;2445;chr19;-;47234130;47236295;47236493;47249405;1
133;2446;chr19;-;47236493;47237072;47237132;47240079;-1
134;2510;chr20;+;25176503;25187157;25187226;25187711;1
135;2514;chr20;+;25176503;25187711;25188033;25190484;-1
136;2516;chr20;+;25176503;25187714;25188033;25190484;-1
137;2520;chr20;+;25190561;25193898;25194042;25195502;1
138;2523;chr20;+;25198217;25199185;25199250;25203473;1
139;2524;chr20;+;25198217;25199185;25199250;25204736;1
140;2525;chr20;+;25198217;25201867;25201969;25203473;1
141;2527;chr20;+;25198217;25203473;25203614;25204736;1
142;2546;chr19;+;42852624;42853650;42853851;42854299;1
143;2548;chr19;+;42862459;42862938;42863106;42863249;1
144;2587;chr19;-;41209527;41209619;41209760;41211000;1
145;2697;chr19;+;34706566;34710295;34710478;34710610;1
146;2745;chr19;-;19746378;19746452;19746530;19747515;-1
147;2799;chr19;+;19144739;19153519;19153686;19162430;1
148;2810;chr19;-;19011258;19014076;19014232;19015579;1
149;2821;chr19;-;19016438;19017768;19017921;19021779;1
150;2843;chr19;+;18541740;18542162;18542228;18542456;-1
151;2856;chr19;-;18311255;18313322;18313550;18314705;1
152;2857;chr19;-;18311255;18313322;18313665;18314705;1
153;2893;chr19;-;17444048;17444230;17444363;17444498;1
154;2899;chr19;-;16758072;16764845;16764936;16770205;1
155;2900;chr19;-;16758072;16764845;16764936;16770769;1
156;2979;chr19;+;14501891;14507153;14507285;14508469;1
157;2987;chr19;+;14517772;14517872;14518041;14518903;1
158;2993;chrX;+;152087625;152088871;152088955;152089253;-1
159;2996;chrX;+;152090800;152091263;152091353;152100215;1
160;3004;chr19;+;14063456;14063841;14064120;14065151;-1
161;3038;chr19;-;13221120;13223518;13223631;13223709;1
162;3039;chr19;-;13221120;13223518;13223631;13223722;1
163;3044;chr19;-;13226280;13226439;13226582;13226959;1
164;3054;chr19;+;13186485;13189426;13189549;13192493;1
165;3058;chr19;+;13192669;13198802;13198950;13201112;-1
166;3104;chr19;-;12720016;12720683;12720788;12721377;-1
167;3106;chr19;-;12386897;12404046;12404190;12405506;-1
168;3159;chr19;-;11340066;11342860;11342965;11343878;-1
169;3178;chr19;+;10906115;10906736;10906875;10908055;-1
170;3182;chr19;+;10916643;10919244;10919256;10922939;1
171;3200;chr19;-;10473333;10475289;10475447;10476192;1
172;3225;chr19;-;10288043;10290862;10290910;10291025;-1
173;3244;chr19;-;9724779;9727720;9727847;9728766;1
174;3245;chr19;-;9724779;9727720;9727847;9730107;1
175;3246;chr19;-;9724779;9727720;9727902;9728766;1
176;3247;chr19;-;9724779;9727724;9727847;9728766;1
177;3252;chr19;-;9724779;9728766;9728855;9730107;1
178;3260;chr19;+;9489020;9489637;9489764;9490202;1
179;3306;chr19;+;7968953;7970692;7970740;7974639;-1
180;3316;chr19;+;7709638;7709764;7709820;7710082;-1
181;3319;chr19;+;7712133;7712239;7712397;7712610;1
182;3375;chr19;-;6222695;6226987;6227113;6230580;-1
183;3391;chr19;-;5218543;5218797;5218809;5219320;-1
184;3410;chr19;-;4445620;4446045;4446194;4446496;1
185;3412;chr19;-;4445620;4446279;4446410;4446496;1
186;3422;chr19;+;4357582;4358079;4358169;4359159;1
187;3426;chr19;-;4325305;4325392;4325542;4326938;-1
188;3427;chr19;-;4325542;4326938;4327004;4327120;1
189;3428;chr19;-;4327382;4328671;4328806;4329957;1
190;3440;chr19;+;4024118;4028143;4028185;4028507;1
191;3446;chr19;-;3752988;3753762;3753924;3754016;1
192;3456;chr19;-;3641807;3642904;3642937;3643240;1
193;3500;chrX;+;48336906;48337425;48337504;48339538;1
194;3510;chr19;-;2234239;2235760;2235827;2236153;1
195;3514;chr19;-;2102267;2108685;2108875;2109084;1
196;3549;chr19;+;1358463;1358586;1358692;1360134;-1
197;3551;chr19;+;1358463;1358586;1358699;1360134;-1
198;3562;chr19;+;1207202;1216266;1216397;1218415;-1
199;3585;chr19;-;1090144;1093754;1093902;1095257;-1
200;3586;chr19;-;1091906;1093754;1093902;1095257;-1
201;3595;chr19;-;1010894;1010989;1011094;1011365;1
202;3597;chr19;-;871253;871925;872118;873448;1
203;3600;chr19;-;875454;876973;877180;879936;1
204;3602;chr19;-;886201;889637;889807;890136;1
205;3640;chr18;+;77489069;77496354;77496521;77513651;1
206;3733;chr18;+;56606853;56615298;56615461;56620749;1
207;3801;chr18;-;45423180;45456731;45456817;45457170;-1
208;3803;chr20;+;1277065;1277788;1277896;1281205;1
209;3835;chr18;+;33718389;33718757;33718835;33721099;1
210;3851;chr18;-;33611060;33613670;33613800;33647216;1
211;3852;chr18;-;33611060;33620769;33620828;33647216;1
212;3858;chr18;-;33048706;33058245;33058313;33077682;1
213;3887;chr18;-;23662492;23664015;23664139;23667464;-1
214;3904;chr18;-;21759799;21761108;21761243;21776088;1
215;3965;chr18;-;19119970;19140819;19140951;19144163;1
216;3971;chr18;+;13726728;13730625;13730754;13734462;1
217;4018;chr18;+;9195696;9200511;9200642;9204473;-1
218;4030;chr18;+;8786089;8792995;8793118;8796229;-1
219;4040;chr18;+;6851125;6859806;6859896;6868148;1
220;4042;chr18;+;6873774;6876129;6876207;6882135;1
221;4151;chr17;-;79977257;79977385;79977570;79977733;-1
222;4152;chr17;-;79977257;79977516;79977570;79977733;-1
223;4156;chr17;-;79863611;79863975;79864053;79864339;1
224;4183;chr17;-;79573840;79575753;79575848;79580343;1
225;4185;chr17;-;79573840;79577235;79577284;79580343;1
226;4211;chr17;+;78857772;78858807;78858948;78865519;1
227;4235;chr17;+;78085899;78086376;78086510;78086674;-1
228;4242;chr17;-;77925396;77925784;77925994;77926455;-1
229;4246;chr17;-;76993726;76993921;76994045;77005745;1
230;4305;chr17;+;75277636;75303222;75303279;75398140;1
231;4306;chr17;+;75284292;75303222;75303279;75398140;1
232;4309;chr17;+;74722961;74723051;74723260;74729059;-1
233;4311;chr17;+;74722961;74725771;74725876;74729059;-1
234;4319;chr17;+;74725876;74729059;74729297;74729374;1
235;4331;chr20;+;9353050;9353693;9353751;9360700;1
236;4374;chr17;+;73750896;73751135;73751294;73751781;-1
237;4395;chr17;+;73487536;73487771;73487933;73488554;-1
238;4422;chr17;-;73239651;73240699;73240798;73242589;1
239;4460;chr19;-;4697663;4700227;4700285;4702038;1
240;4478;chr17;+;72773514;72781620;72781742;72786338;1
241;4480;chr17;+;72773514;72784927;72785009;72786338;1
242;4494;chrX;-;18259499;18260558;18260710;18264696;-1
243;4504;chr20;-;57570814;57571693;57571856;57572657;1
244;4517;chr17;+;65871136;65871671;65871860;65882243;-1
245;4535;chr17;+;65955991;65959448;65959622;65960327;1
246;4553;chr17;-;65186471;65191534;65191586;65197244;1
247;4587;chr17;-;61784099;61784606;61784778;61787850;1
248;4622;chr17;+;59093262;59104226;59104271;59112026;-1
249;4628;chr17;+;59445855;59465978;59466069;59469337;1
250;4629;chr17;+;59457932;59465978;59466069;59469337;1
251;4661;chr17;-;57189706;57196679;57196856;57232491;1
252;4664;chr17;-;57189706;57208641;57208728;57232491;1
253;4671;chr17;+;56780690;56783238;56783383;56787219;-1
254;4700;chr22;+;38164183;38165268;38165382;38167656;1
255;4707;chr17;+;55074416;55075734;55075859;55078215;-1
256;4708;chr17;+;55074416;55075745;55075859;55078215;-1
257;4722;chr17;+;52978284;52981068;52981153;52990026;1
258;4724;chr17;+;52978284;52982849;52982928;52990026;1
259;4778;chr17;-;79205821;79206114;79206318;79207231;-1
260;4808;chr17;-;45560456;45564128;45564250;45567531;-1
261;4830;chr17;-;45235669;45247282;45247408;45258927;1
262;4832;chr17;-;45235669;45249282;45249430;45258927;1
263;4833;chr17;-;45247408;45249282;45249430;45258927;1
264;4842;chr17;+;45006950;45008464;45008573;45012394;1
265;4850;chr17;+;45006950;45009432;45009565;45012394;1
266;4852;chr17;+;45008573;45009432;45009565;45012394;1
267;4871;chr17;-;44116052;44116392;44116581;44117067;-1
268;4877;chr17;-;43598791;43620129;43620201;43622970;-1
269;4909;chrX;-;18959793;18961827;18961926;18963195;1
270;4926;chr17;-;42756411;42757952;42758011;42759370;-1
271;4927;chr17;-;42756411;42757952;42758020;42759370;-1
272;4938;chr17;-;42399896;42400175;42400220;42400651;1
273;4939;chr17;-;42399920;42400175;42400220;42400651;1
274;4948;chr17;-;42287841;42288159;42288315;42288406;1
275;4989;chr17;-;40962946;40963672;40963815;40964248;1
276;4994;chr17;-;40963815;40964248;40964374;40965965;-1
277;5000;chr17;-;40970433;40970561;40970698;40971565;1
278;5008;chr17;+;40719673;40720487;40720577;40720854;-1
279;5010;chr17;+;40714237;40714313;40714505;40714629;-1
280;5011;chr17;+;40714237;40714373;40714505;40714629;-1
281;5016;chr17;+;40716595;40717000;40717065;40717244;1
282;5036;chr17;+;40118905;40120090;40120758;40123909;1
283;5040;chr17;-;40049427;40052872;40052902;40054001;-1
284;5079;chr17;-;38189709;38191168;38191225;38191369;-1
285;5112;chr17;-;35936516;35937477;35937711;35944755;-1
286;5125;chr17;-;35564714;35567380;35567404;35578644;-1
287;5173;chr17;+;30687986;30688486;30688534;30689932;1
288;5191;chr17;+;29665157;29665721;29665823;29667522;1
289;5240;chr17;+;27071273;27071718;27071975;27074230;-1
290;5263;chr17;+;25924462;25928385;25928427;25930859;1
291;5279;chr17;+;21202238;21203782;21203970;21204185;1
292;5301;chr19;+;58913029;58921331;58921458;58926890;-1
293;5312;chr17;-;19641766;19642308;19642408;19642820;1
294;5323;chr17;+;19575269;19576463;19576588;19578808;-1
295;5335;chr17;+;19187027;19188932;19189103;19213197;1
296;5343;chr17;-;18259314;18263727;18263866;18266685;1
297;5353;chr17;-;18210280;18211664;18211738;18212195;1
298;5357;chr17;+;18140253;18140794;18141087;18141380;1
299;5361;chr17;+;17962283;17965158;17965289;17968493;1
300;5380;chr17;-;17801988;17810760;17810840;17875575;1
301;5386;chr17;-;17131475;17135107;17135196;17136101;1
302;5411;chr17;+;16342728;16342841;16343017;16343498;-1
303;5412;chr17;+;16342728;16342894;16343017;16343498;-1
304;5414;chr17;+;16342728;16342973;16343017;16343498;-1
305;5424;chr17;+;16216928;16219994;16220026;16221088;1
306;5435;chr17;-;16052831;16054903;16054930;16055259;-1
307;5469;chr17;-;15341517;15343524;15343599;15443746;1
308;5487;chr17;-;12913988;12914979;12915099;12916523;1
309;5507;chr17;+;8167655;8167787;8167919;8168212;1
310;5533;chr17;-;7530111;7530260;7530362;7530460;-1
311;5572;chr17;+;7308929;7311330;7312031;7315475;1
312;5574;chr17;-;7296271;7296462;7296683;7296785;1
313;5576;chr17;-;7296828;7296919;7297155;7297422;1
314;5643;chr17;-;4885126;4885383;4885455;4886051;1
315;5644;chr17;-;4885126;4885383;4885470;4886051;1
316;5645;chr17;-;4885126;4885383;4885522;4886051;1
317;5710;chr17;-;3593974;3594249;3594321;3594937;1
318;5715;chr17;+;3550816;3552140;3552225;3558291;-1
319;5797;chr17;-;651272;653053;653149;655372;-1
320;5826;chr16;+;89895202;89902622;89902841;89911729;1
321;5857;chr16;+;89657466;89657534;89657668;89661774;-1
322;5904;chr16;+;89288591;89289564;89289691;89291962;1
323;5916;chr16;+;89178654;89180746;89180895;89187208;1
324;5921;chr16;-;88783619;88783944;88784023;88785981;-1
325;5932;chr16;+;87985121;88008653;88008809;88014641;1
326;5933;chr16;+;87985121;88008653;88008813;88014641;1
327;5964;chr16;-;86582183;86585638;86585752;86588250;1
328;5966;chr16;-;86582183;86585784;86585898;86588250;-1
329;5976;chr16;-;85813473;85813984;85814079;85814816;1
330;5983;chr16;-;85015600;85022368;85022479;85023909;-1
331;5995;chr16;-;82182468;82182913;82183008;82185028;1
332;6017;chr16;+;81045715;81047740;81047996;81050930;1
333;6033;chrX;+;24167911;24170836;24170947;24179831;1
334;6050;chrX;+;24226487;24227016;24227157;24228309;1
335;6051;chr16;-;75263921;75267743;75267833;75268786;1
336;6093;chr16;-;74382913;74383639;74383757;74384514;-1
337;6171;chr16;-;71319842;71322780;71322840;71323038;1
338;6175;chr16;-;70698999;70699368;70699443;70708208;1
339;6207;chr16;+;70502871;70503054;70503226;70504216;-1
340;6219;chr16;+;70333257;70346511;70346560;70348804;1
341;6231;chr16;+;70163025;70164325;70164447;70166053;-1
342;6232;chr16;+;70163025;70165204;70165322;70166053;-1
343;6235;chr16;+;70176589;70177412;70177561;70178323;1
344;6250;chr16;+;69660431;69680419;69680481;69680930;1
345;6277;chr16;-;69154552;69154955;69155073;69155338;1
346;6293;chr16;+;68567758;68573660;68573728;68591900;-1
347;6299;chr16;+;68345014;68345944;68346079;68349799;-1
348;6384;chr16;+;67574404;67574454;67574607;67575332;1
349;6388;chr16;-;67268375;67270313;67270337;67270459;1
350;6408;chr16;+;66914567;66916917;66917005;66918133;1
351;6470;chr16;+;88653092;88653949;88654021;88664585;-1
352;6493;chr16;-;57207781;57208080;57208198;57219942;1
353;6565;chr21;-;27354790;27369674;27369731;27372329;-1
354;6566;chr21;-;27354790;27369674;27369731;27394155;-1
355;6578;chr16;-;50359794;50360194;50360302;50362579;1
356;6596;chr17;-;43107547;43111302;43111410;43111554;-1
357;6606;chr17;+;76198832;76200736;76200822;76200908;-1
358;6612;chr17;+;76198832;76201520;76201599;76202991;-1
359;6620;chr17;+;76198832;76202026;76202131;76202991;-1
360;6626;chr16;-;48582025;48585296;48585393;48587449;1
361;6631;chr16;+;47495337;47497792;47497904;47531309;1
362;6632;chr16;+;47495337;47497809;47497904;47531309;1
363;6660;chr22;+;30077590;30079008;30079053;30090740;-1
364;6703;chr19;+;17286550;17288605;17288695;17291735;1
365;6730;chr17;+;36877000;36878130;36878480;36878930;-1
366;6737;chr16;+;30671763;30672500;30672536;30673740;1
367;6738;chr16;+;30671763;30672624;30672654;30673740;1
368;6759;chr16;+;30012361;30012734;30012851;30016541;-1
369;6765;chr16;-;29917887;29922298;29922494;29923135;1
370;6773;chr17;+;36517658;36520634;36520739;36522169;1
371;6791;chr16;+;28992936;28993221;28993377;28993676;-1
372;6800;chr16;+;28875075;28877332;28878354;28878651;1
373;6801;chr16;+;28875075;28877332;28878354;28878694;1
374;6803;chr16;+;28875266;28877332;28878354;28878694;1
375;6806;chr16;+;28884026;28884490;28884590;28884767;1
376;6807;chr16;+;28884079;28884490;28884590;28884767;1
377;6816;chr16;+;28843720;28843816;28843888;28844137;1
378;6825;chr16;+;28847497;28847646;28847811;28848048;-1
379;6830;chr16;+;28597041;28599930;28600012;28600420;-1
380;6897;chr16;-;24931581;24940933;24940981;24942104;-1
381;6898;chr16;-;24939053;24940933;24940981;24942104;-1
382;6979;chr22;+;31285221;31285476;31285623;31286714;1
383;6985;chr16;+;20911857;20913807;20914039;20926877;-1
384;6987;chr16;+;20912211;20913807;20914039;20926877;-1
385;6991;chr16;+;20914039;20926877;20927036;20931443;1
386;6997;chr16;-;19516414;19518976;19519101;19522160;1
387;7014;chr16;+;19041691;19046997;19047132;19049195;1
388;7015;chr16;+;19041691;19046997;19047145;19049195;1
389;7053;chr16;+;16173335;16180680;16180848;16184261;-1
390;7074;chr16;+;15790717;15793585;15793711;15818047;1
391;7088;chr16;-;15180115;15180221;15180311;15185171;1
392;7101;chr16;-;22361170;22376222;22376335;22385551;1
393;7106;chr16;+;14742449;14743660;14743830;14755748;-1
394;7133;chr22;+;41610030;41612142;41612266;41615422;1
395;7211;chr16;-;5078186;5078880;5079009;5081745;1
396;7224;chr16;-;4862249;4863737;4863956;4864537;1
397;7226;chr16;-;4871454;4871547;4871598;4872875;1
398;7228;chr16;-;4873908;4881979;4882222;4882774;1
399;7233;chr16;-;4851586;4852382;4852454;4852527;1
400;7303;chr16;+;2588137;2588619;2588772;2607703;-1
401;7330;chr16;-;2293440;2294406;2294553;2296859;1
402;7340;chr16;+;2126586;2127598;2127727;2129032;-1
403;7346;chr16;-;2093727;2094630;2094801;2096128;1
404;7351;chr16;-;2052733;2052991;2053121;2053616;1
405;7361;chr16;+;1833037;1836537;1836656;1837677;1
406;7363;chr16;+;1833037;1836537;1836956;1837677;1
407;7367;chr16;+;1836656;1836757;1836956;1837677;-1
408;7386;chr16;+;1550700;1551420;1551500;1551663;1
409;7388;chr16;+;1552405;1552645;1552762;1552931;1
410;7414;chr16;-;1116526;1116918;1117043;1128457;1
411;7415;chr16;-;1116526;1127623;1127712;1128457;1
412;7437;chr16;-;684797;684888;684956;685611;-1
413;7438;chr16;-;684797;684888;684956;686093;-1
414;7439;chr16;-;684797;684888;685063;685280;-1
415;7440;chr16;-;684797;684888;685063;685611;-1
416;7441;chr16;-;684797;684888;685063;686093;-1
417;7443;chr16;-;684797;685280;685340;686093;-1
418;7444;chr16;-;684956;685280;685340;685611;-1
419;7445;chr16;-;684956;685280;685340;686093;-1
420;7449;chr16;-;685340;685517;685774;686093;1
421;7453;chr16;-;685340;685611;685774;686093;1
422;7478;chr16;-;343718;347055;347226;347721;1
423;7485;chr16;+;284856;298242;298396;299547;-1
424;7504;chr16;-;162774;167299;167374;180520;1
425;7506;chr16;-;162774;169124;169254;180520;1
426;7514;chr16;-;162774;180520;180590;188148;1
427;7522;chr15;+;102506426;102512785;102512897;102513103;1
428;7526;chr15;+;102513555;102513794;102513930;102514107;-1
429;7591;chr20;-;33703736;33706400;33706522;33711692;1
430;7594;chr20;-;33714178;33719444;33719586;33730175;1
431;7597;chr20;-;33714178;33725682;33725808;33730175;1
432;7599;chr20;-;33722752;33725682;33725808;33730175;1
433;7616;chr15;-;90227179;90229661;90229777;90233807;-1
434;7646;chr15;+;85632647;85633948;85634146;85634274;-1
435;7671;chr15;-;85214013;85257961;85258097;85259255;1
436;7795;chr15;+;76161351;76165768;76165909;76175706;1
437;7796;chr15;+;76161351;76171438;76171529;76175706;1
438;7803;chr15;+;76182824;76183259;76183355;76189335;1
439;7812;chr15;-;75891022;75892977;75893231;75893478;-1
440;7838;chr16;-;21484570;21487919;21488133;21489411;1
441;7841;chr16;-;21490899;21495692;21495856;21531148;1
442;7865;chr15;-;74204644;74208683;74208788;74212178;-1
443;7872;chr15;+;73996813;74000703;74000814;74001988;1
444;7887;chr15;-;72492996;72495362;72495529;72499068;1
445;7910;chr15;-;70975134;70976603;70976785;70979878;-1
446;7913;chr15;-;70982850;70983637;70983702;70987355;1
447;7933;chr15;-;70343806;70344712;70344863;70345565;1
448;7969;chr19;+;49649262;49651339;49651515;49651922;1
449;7973;chr15;+;69714091;69714330;69714467;69714664;1
450;7976;chr15;+;69730744;69732242;69732416;69737128;1
451;7978;chr15;+;69732826;69733106;69733418;69737128;1
452;8008;chr19;+;18879603;18882251;18882356;18886450;-1
453;8010;chr19;+;18879603;18885709;18885796;18886450;-1
454;8020;chr15;+;66170293;66172062;66172089;66180038;-1
455;8051;chr15;-;65790370;65792943;65793117;65799580;1
456;8075;chr15;-;64472653;64480573;64480684;64495280;1
457;8087;chr15;+;64411053;64415701;64415745;64418277;1
458;8092;chr15;-;64367736;64373300;64373350;64380885;1
459;8118;chr15;-;59204809;59205697;59205895;59209133;1
460;8124;chr15;-;58902716;58903197;58903306;58904006;1
461;8159;chr15;-;56144741;56148328;56148394;56152604;1
462;8161;chr15;-;56161879;56164612;56164674;56166155;1
463;8192;chr15;-;52885933;52893282;52893362;52897329;1
464;8273;chrX;+;70678207;70678999;70679101;70679401;1
465;8287;chr15;-;44878048;44881449;44881612;44884528;1
466;8310;chr15;-;44068121;44068236;44068349;44068706;-1
467;8327;chr15;-;43876730;43876996;43877090;43882369;-1
468;8330;chr15;-;43712933;43713222;43713372;43714052;1
469;8344;chr15;+;43625632;43627142;43627368;43627893;1
470;8346;chr15;+;43638178;43639213;43639294;43641104;1
471;8401;chr15;+;41952723;41961025;41962156;41988272;1
472;8408;chr15;+;42050037;42052520;42052727;42053936;1
473;8430;chr15;-;41313323;41319793;41319934;41337101;1
474;8448;chr15;+;41146284;41146594;41146720;41146836;-1
475;8496;chr15;+;40270348;40278005;40278089;40280183;1
476;8516;chr19;+;21265154;21266783;21266875;21280990;1
477;8574;chr15;-;32816801;32819013;32819179;32820732;1
478;8596;chr15;-;28389950;28391382;28391490;28397822;1
479;8597;chr15;-;28422655;28424032;28424176;28424287;1
480;8604;chr17;+;6919844;6920228;6920333;6920575;-1
481;8610;chr15;+;25227584;25243512;25243633;25244116;1
